,true,pred,kfold
palaeococcus_pacificus,80.0,79.37377922429957,2.0
caenibacillus_caldisaponilyticus,55.0,54.2703560105988,4.0
nitratifractor_salsuginis,59.0,53.675636451179685,3.0
tepidiphilus_thermophilus,50.0,54.61265213778537,4.0
halanaerobium_congolense,42.0,49.50072324396203,0.0
actinomadura_rubrobrunea,55.0,49.403700804811145,0.0
desulfotomaculum_thermosubterraneum,60.0,59.846568973703,0.0
amycolatopsis_thermoflava,45.0,43.77286937418947,4.0
desulfurococcus_kamchatkensis,82.0,87.59899198594597,2.0
nautilia_profundicola,43.0,58.086654942891386,2.0
persephonella_marina,70.0,65.3035288660918,3.0
methanothermobacter_marburgensis,60.0,61.60975532579956,0.0
thermus_islandicus,65.0,66.85139676354473,1.0
thermogemmatispora_carboxidivorans,55.0,58.89955673867205,1.0
vulcanisaeta_souniana,85.0,79.44546488665377,2.0
chloroflexus_aurantiacus,49.0,51.63628461380384,4.0
anoxybacillus_thermarum,55.0,54.68325638207963,2.0
geobacillus_jurassicus,55.0,57.26964030960707,0.0
acidothermus_cellulolyticus,55.0,50.27286414797942,1.0
tepidibacter_formicigenes,45.0,50.87384357385712,2.0
chaetomium_thermophilum,44.0,48.12083232659959,3.0
mycobacterium_heckeshornense,42.0,47.070027627353866,3.0
aeropyrum_pernix,90.0,84.31916737112437,4.0
fervidicoccus_fontis,80.0,71.51967175621569,1.0
tepidanaerobacter_syntrophicus,45.0,53.804636711139764,3.0
thermosediminibacter_oceani,67.0,61.95541484796486,4.0
sulfobacillus_acidophilus,45.0,55.623692796126605,4.0
caldimonas_manganoxidans,48.0,48.833971318550084,1.0
methylococcus_capsulatus,41.0,47.17705519343333,2.0
methanothermobacter_wolfeii,60.0,61.09027525541934,0.0
thermobifida_cellulosilytica,45.0,45.864851758776915,4.0
thermoactinomyces_daqus,55.0,52.76509231132613,0.0
pyrococcus_horikoshii,95.0,86.50220171217399,2.0
thermomonas_hydrothermalis,51.0,46.75866355952074,3.0
actinopolyspora_mortivallis,41.0,39.79548826979191,2.0
hydrogenibacillus_schlegelii,60.0,66.44174127463839,3.0
thermosipho_atlanticus,65.0,69.37828966668,3.0
methanocaldococcus_vulcanius,80.0,74.63333786089669,4.0
deferrisoma_camini,50.0,60.13613973076895,2.0
thermonema_rossianum,50.0,58.40643978625194,1.0
caldivirga_maquilingensis,83.0,84.10029444783176,1.0
thermanaerovibrio_velox,60.0,47.646982571539496,1.0
thermincola_ferriacetica,60.0,53.98325342347265,2.0
desulfurococcus_fermentans,80.0,87.35534047273134,4.0
thermicanus_aegyptius,55.0,55.899865315820755,2.0
pyrodictium_occultum,97.0,91.67957304218953,3.0
anoxybacillus_flavithermus,57.0,55.05479737086398,1.0
sulfobacillus_thermosulfidooxidans,50.0,48.426999964317865,0.0
thermoanaerobacter_brockii,63.0,64.35351970199595,2.0
ignavibacterium_album,45.0,47.47889373766475,4.0
meiothermus_silvanus,50.0,53.35440910864794,4.0
thermocrispum_agreste,45.0,49.194803546161836,2.0
gracilibacillus_halophilus,44.0,38.53028553693711,3.0
ignicoccus_hospitalis,90.0,90.89453424065447,2.0
desulfurobacterium_thermolithotrophum,70.0,72.59933108214281,3.0
isosphaera_pallida,45.0,47.05812130761429,2.0
caldicellulosiruptor_owensensis,70.0,67.98776725607343,3.0
acidilobus_saccharovorans,80.0,74.10700126064701,3.0
thermosulfurimonas_dismutans,70.0,76.55484912442655,0.0
thermus_igniterrae,70.0,63.86118291903127,1.0
chlorobium_tepidum,45.0,42.80150517947386,3.0
marinitoga_hydrogenitolerans,60.0,57.85101776228599,1.0
archaeoglobus_profundus,85.0,87.93779157415912,0.0
thermobispora_bispora,52.0,54.159573050706584,3.0
ruegeria_lacuscaerulensis,45.0,40.730716457719275,4.0
pyrolobus_fumarii,103.0,99.33491535901577,0.0
ureibacillus_thermosphaericus,47.0,54.430345443043535,0.0
thermoproteus_uzoniensis,85.0,87.55750971092392,0.0
moorella_thermoacetica,58.0,58.10738170109784,4.0
thermodesulfatator_autotrophicus,65.0,71.21564682559395,1.0
brevibacillus_thermoruber,45.0,54.376851139377656,2.0
thermococcus_paralvinellae,80.0,82.7676323184358,4.0
alicyclobacillus_shizuokensis,50.0,51.15143744247515,4.0
methanothermococcus_thermolithotrophicus,63.0,66.35984167249106,1.0
caldicellulosiruptor_obsidiansis,74.0,67.60706928405988,3.0
desulfotomaculum_alkaliphilum,50.0,52.53172777824385,3.0
moorella_glycerini,60.0,57.79825413373221,4.0
caloramator_australicus,60.0,62.67713483879794,3.0
geoglobus_ahangari,85.0,77.03014823142561,0.0
thermus_filiformis,70.0,66.59327005130841,2.0
methanocaldococcus_villosus,80.0,82.8709730782327,1.0
thermophagus_xiamenensis,55.0,48.65414969200912,1.0
lactobacillus_amylolyticus,43.0,41.782609618573424,1.0
pseudomonas_thermotolerans,47.0,46.65947370277892,4.0
thermococcus_celericrescens,80.0,79.69423432967045,2.0
methanolinea_tarda,50.0,50.2760912297769,1.0
pyrococcus_furiosus,96.0,88.95846890417941,4.0
vulcanibacillus_modesticaldus,45.0,54.68425669869104,4.0
hippea_alviniae,65.0,62.188983545581735,1.0
thermococcus_cleftensis,80.0,83.75270281885804,1.0
thermococcus_thioreducens,85.0,80.39328905859696,0.0
thermus_tengchongensis,65.0,66.06207615333385,1.0
alicyclobacillus_contaminans,55.0,49.19566123859924,0.0
rubritepida_flocculans,50.0,45.14944396501812,1.0
desulfurococcus_mucosus,87.0,83.81002777958692,3.0
saccharopolyspora_rectivirgula,52.0,46.77751612919569,1.0
methanothermobacter_thermautotrophicus,62.0,60.74441672446034,3.0
sulfurivirga_caldicuralii,55.0,52.464152804779964,3.0
thermus_scotoductus,66.0,66.7288191842579,1.0
thermodesulfobium_narugense,50.0,51.731219162843395,2.0
thermococcus_chitonophagus,85.0,90.69448676087362,2.0
ornatilinea_apprima,42.0,48.61279470963016,0.0
pyrobaculum_calidifontis,90.0,94.49026636314929,0.0
thermoanaerobacter_mathranii,58.0,64.57106768443248,3.0
tuberibacillus_calidus,50.0,50.46002707908219,4.0
thermodesulfovibrio_thiophilus,55.0,59.17434480998507,2.0
bellilinea_caldifistulae,55.0,50.95258268808129,1.0
thermosphaera_aggregans,85.0,85.56511443040952,0.0
desulfurella_acetivorans,55.0,53.68451335368326,2.0
flexistipes_sinusarabici,45.0,47.36772474499665,4.0
desulfotomaculum_australicum,65.0,60.94138028102726,2.0
thermus_thermophilus,71.0,69.66970776592834,2.0
pseudothermotoga_lettingae,65.0,63.506195878350226,2.0
metallosphaera_sedula,67.0,69.87258998639989,2.0
methanotorris_formicicus,68.0,79.79061856019464,3.0
fervidobacterium_gondwanense,65.0,68.42638338423168,4.0
thermotoga_neapolitana,79.0,74.55872130451793,3.0
clostridium_tepidiprofundi,50.0,52.682267544807274,0.0
thermococcus_kodakarensis,60.0,83.3638983008996,3.0
caldilinea_aerophila,55.0,54.999807444292834,0.0
pleomorphobacterium_xiamenense,55.0,47.95672142506819,1.0
caldicellulosiruptor_lactoaceticus,70.0,69.96916930271864,4.0
caldisalinibacter_kiritimatiensis,55.0,54.685237782657296,1.0
thermoactinomyces_vulgaris,50.0,51.8406645410027,2.0
caldanaerobius_fijiensis,60.0,59.63211527833358,1.0
acidimicrobium_ferrooxidans,45.0,53.99959395634746,1.0
thermaerobacter_marianensis,73.0,57.58265901916097,4.0
thermithiobacillus_tepidarius,44.0,49.62608360459523,1.0
methanosarcina_thermophila,51.0,52.172106493282236,0.0
thermococcus_sibiricus,81.0,80.02308145040362,4.0
methanocaldococcus_bathoardescens,80.0,80.32395639914802,3.0
thermovenabulum_gondwanense,65.0,63.033645592996876,1.0
alicyclobacillus_acidocaldarius,57.0,56.62967100636532,0.0
aciduliprofundum_boonei,70.0,76.00759249893272,4.0
carboxydothermus_hydrogenoformans,65.0,64.23521502580441,3.0
bacillus_methanolicus,45.0,50.06698626164403,0.0
tepidibacter_thalassicus,50.0,54.575324026163095,4.0
thermotoga_caldifontis,70.0,72.42161724815244,3.0
mizugakiibacter_sediminis,45.0,52.21613776516484,2.0
desulfothermus_okinawensis,50.0,57.80569080564968,0.0
thermoanaerobacter_italicus,65.0,64.85068045257935,3.0
thermobacillus_composti,50.0,54.72529523750251,4.0
spirochaeta_thermophila,65.0,66.62538511263448,0.0
thermoanaerobacter_pseudethanolicus,65.0,64.74294271940938,4.0
pyrobaculum_neutrophilum,85.0,92.21513539612921,4.0
caldicellulosiruptor_bescii,73.0,68.48015298310345,2.0
thermodesulfobacterium_thermophilum,65.0,72.173444965833,0.0
hippea_jasoniae,65.0,59.97187116156482,2.0
fervidicella_metallireducens,50.0,54.504389819347786,3.0
thermotoga_profunda,60.0,61.01342891886659,3.0
thermosipho_melanesiensis,70.0,69.75486348600403,2.0
thermosipho_africanus,68.0,70.06806364441584,3.0
methanopyrus_kandleri,98.0,87.80278640860121,3.0
caldithrix_abyssi,60.0,51.41410717821759,4.0
thermogymnomonas_acidicola,60.0,59.67815584417202,2.0
ferroglobus_placidus,85.0,86.25604399647297,4.0
alicyclobacillus_vulcanalis,55.0,56.681820088995835,4.0
geobacillus_subterraneus,56.0,56.358477073525904,1.0
geobacillus_zalihae,55.0,55.670852809394525,2.0
methanohalobium_evestigatum,50.0,43.57770594542248,0.0
thermotoga_petrophila,75.0,76.61134944399197,2.0
thermotoga_maritima,75.0,76.30700864943363,1.0
thermovirga_lienii,55.0,59.18879809349008,0.0
methanotorris_igneus,85.0,77.53011011917442,2.0
alicyclobacillus_acidiphilus,45.0,46.669405567133005,0.0
thermoanaerobacterium_aotearoense,63.0,56.678746596734435,1.0
thermus_aquaticus,69.0,68.94567833737875,4.0
caldicellulosiruptor_acetigenus,70.0,69.18664828098247,2.0
ignicoccus_islandicus,90.0,89.63268604614667,1.0
thermodesulfobacterium_hydrogeniphilum,70.0,69.6596769583231,2.0
truepera_radiovictrix,46.0,52.30630283450744,3.0
archaeoglobus_sulfaticallidus,75.0,73.21091073377144,0.0
anaerobaculum_mobile,53.0,57.27638849560263,0.0
caloramator_mitchellensis,50.0,57.79404155763912,0.0
bacillus_okuhidensis,45.0,50.807792397901466,1.0
thermoanaerobacter_ethanolicus,60.0,63.91338198432801,2.0
caldanaerobacter_subterraneus,69.0,70.01553783539399,3.0
thermococcus_guaymasensis,88.0,84.74914151962398,3.0
geobacillus_thermoglucosidasius,55.0,55.269441611909336,4.0
fervidobacterium_nodosum,70.0,65.60723201359698,0.0
thermodesulfobacterium_geofontis,80.0,73.55502928950276,1.0
calditerricola_satsumensis,78.0,67.02823555511506,3.0
geobacillus_thermoleovorans,60.0,55.589553315206444,3.0
mahella_australiensis,50.0,52.89226811022819,3.0
thermococcus_zilligii,75.0,82.59102903908662,3.0
calditerrivibrio_nitroreducens,55.0,57.569383165086414,1.0
bacillus_smithii,53.0,50.68082671138277,0.0
thermobaculum_terrenum,55.0,59.101920007989314,1.0
caldibacillus_debilis,55.0,55.16529030238717,2.0
aeropyrum_camini,85.0,83.43648647801888,1.0
dissulfuribacter_thermophilus,60.0,57.48875058684012,3.0
pyrococcus_kukulkanii,100.0,90.98246324619822,1.0
thermoproteus_tenax,87.0,83.13148358355171,1.0
chloroflexus_aggregans,55.0,52.88499217375334,3.0
anaerobranca_californiensis,60.0,58.44923040695936,3.0
methanocella_conradii,50.0,61.74842464655877,4.0
thermoanaerobacter_thermocopriae,60.0,64.53128862043897,4.0
anaerobaculum_hydrogeniformans,55.0,56.39066724114047,0.0
clostridium_stercorarium,60.0,57.44546390499823,3.0
tepidiphilus_margaritifer,50.0,53.00233334728037,3.0
thermosipho_affectus,70.0,69.36639387153006,3.0
syntrophothermus_lipocalidus,55.0,60.64987139559157,1.0
dethiosulfovibrio_peptidovorans,42.0,47.07992411747066,3.0
kyrpidia_tusciae,50.0,54.4291507289881,4.0
thermobifida_fusca,50.0,47.80895245060584,0.0
desulfotomaculum_nigrificans,52.0,53.002203219523274,3.0
desulfotomaculum_kuznetsovii,60.0,60.86909750784595,2.0
streptomyces_thermoautotrophicus,55.0,56.06252780140511,0.0
thermobrachium_celere,60.0,58.0419071135566,1.0
thermus_oshimai,65.0,66.95641367686899,4.0
ardenticatena_maritima,65.0,57.61047575292253,3.0
thermococcus_peptonophilus,85.0,80.87502397102342,2.0
anoxybacillus_amylolyticus,60.0,54.63878965736307,3.0
